GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
HR Management,com.atomicnorth.hrm.util.config,EmailConfig,53,0,0,0,14,0,2,0,2,0
HR Management,com.atomicnorth.hrm.tenant.domain.customers,Customer,715,0,142,0,18,0,110,0,39,0
HR Management,com.atomicnorth.hrm.tenant.domain.customers,CustomerSite,1115,0,222,0,28,0,170,0,59,0
HR Management,com.atomicnorth.hrm.tenant.domain.customers,CustomerAccount,915,0,182,0,23,0,140,0,49,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.designation,DesignationSkillResponseDTO,210,0,38,0,7,0,33,0,14,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.designation,DesignationDTO,604,0,118,0,22,0,93,0,34,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.designation,SkillSetDTO,610,0,118,0,22,0,92,0,33,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.designation,DesignationSkillDTO,475,0,94,0,13,0,74,0,27,0
HR Management,com.atomicnorth.hrm.tenant.service.advanceSearch,SearchAvailableColumnService,55,0,2,0,16,0,4,0,3,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.roles,RoleAndPermissions,220,0,4,0,42,0,9,0,7,0
HR Management,com.atomicnorth.hrm.tenant.service.employement,EmployeeGroupService,517,0,40,0,101,0,29,0,9,0
HR Management,com.atomicnorth.hrm.tenant.service.employement,EmployeeSkillSetService,194,0,6,0,49,0,9,0,6,0
HR Management,com.atomicnorth.hrm.tenant.service.employement,EmployeeWorkService,235,0,8,0,55,0,11,0,7,0
HR Management,com.atomicnorth.hrm.tenant.service.employement,EmployeeFamilyService,195,0,6,0,48,0,9,0,6,0
HR Management,com.atomicnorth.hrm.tenant.service.employement,EmployeeAccountService,516,0,22,0,102,0,22,0,11,0
HR Management,com.atomicnorth.hrm.tenant.service.employement,EmployeeAddressService,202,0,6,0,51,0,8,0,5,0
HR Management,com.atomicnorth.hrm.tenant.service.employement,EmployeeEducationHistService,246,0,8,0,62,0,11,0,7,0
HR Management,com.atomicnorth.hrm.tenant.service.keycloak.user,KeycloakUserService,669,0,40,0,150,0,36,0,14,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,LeaveAllocationDTO,296,0,54,0,9,0,45,0,18,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,InterviewFeedbackDTO,458,57,102,0,10,4,65,15,14,15
HR Management,com.atomicnorth.hrm.tenant.service.dto,EmployeeProfileDTO,343,0,70,0,12,0,55,0,20,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,SalaryElementGroupDTO,515,0,102,0,14,0,80,0,29,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,ApproverDTO,344,51,78,0,5,6,48,14,9,14
HR Management,com.atomicnorth.hrm.tenant.service.dto,TrackLeaveDTO,475,0,94,0,12,0,74,0,27,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,EmpSeparationDTO,555,0,110,0,15,0,86,0,31,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,AdminUserDTO,1313,0,238,0,58,0,184,0,65,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,InterviewDTO,658,97,150,0,8,12,89,27,14,27
HR Management,com.atomicnorth.hrm.tenant.service.dto,EmployeeDTO,617,0,116,0,36,0,92,0,34,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,LeaveRequestMappingDTO,515,0,102,0,13,0,80,0,29,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,InterviewRoundDTO,543,92,124,2,8,9,74,24,11,24
HR Management,com.atomicnorth.hrm.tenant.service.dto,LeaveAllocationDetailsDTO,560,0,102,0,15,0,81,0,30,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,InterviewTypeDTO,378,17,78,0,7,4,57,5,18,5
HR Management,com.atomicnorth.hrm.tenant.service.dto,LeaveAllocationRequestDTO,296,0,54,0,9,0,45,0,18,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,EmployeeProjectAllocationDTO,315,0,62,0,8,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,DepartmentDTO,653,102,150,0,9,11,88,28,13,28
HR Management,com.atomicnorth.hrm.tenant.service.dto,SalaryElementDTO,315,0,62,0,9,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,EmployeeProjectDTO,86,0,0,0,10,0,16,0,16,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,EmployeeAdvanceDto,751,0,126,0,35,0,100,0,37,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,EmployeeEducationHistoryDTO,554,0,102,0,15,0,81,0,30,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,DepartmentIdNameDTO,124,0,22,0,5,0,21,0,10,0
HR Management,com.atomicnorth.hrm.tenant.service.dto,EmployeeHierarchyViewDTO,435,0,86,0,11,0,68,0,25,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.timeSheetDTO,WeeklyTimesheetSummary,475,0,94,0,12,0,74,0,27,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.timeSheetDTO,UserTaskMappingDTO,1596,0,304,0,41,0,237,0,85,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.timeSheetDTO,UserTimesheetDTO,115,0,22,0,3,0,20,0,9,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.timeSheetDTO,CreateTimeSheetDTO,200,0,38,0,5,0,32,0,13,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.timeSheetDTO,TimesheetDTO,643,0,118,0,30,0,93,0,34,0
HR Management,com.atomicnorth.hrm.tenant.domain.employement.employeeDocument,EmployeeDocument,461,40,88,0,6,9,61,12,17,12
HR Management,com.atomicnorth.hrm.tenant.domain.employement.employeeDocument,EmployeeDocument.EmployeeDocumentBuilder,109,0,0,0,1,0,14,0,14,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.leave,LeaveLedgerDTO,425,0,78,0,12,0,63,0,24,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.leave,LeaveDateDTO,155,0,30,0,4,0,26,0,11,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.leave,GetUserListBasedOnProjects,195,0,38,0,5,0,32,0,13,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.leave,LeaveDetail,167,0,30,0,10,0,27,0,12,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.leave,LeaveRequestDTO,769,0,142,0,20,0,111,0,40,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.reimbursement,RequestDTO,551,0,102,0,27,0,80,0,29,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.reimbursement,ExpenseRequestDTO,219,0,34,0,6,0,32,0,15,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.reimbursement,ExpenseDocumentDTO,421,0,80,0,11,0,65,0,25,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.reimbursement,ReimbursementApprovalDTO,275,0,54,0,7,0,44,0,17,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.reimbursement,ReimbursementRequestDTO,755,0,150,0,19,0,116,0,41,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.reimbursement,ExpenseDTO,745,0,124,0,21,0,102,0,40,0
HR Management,com.atomicnorth.hrm.tenant.service.employeeExit,EmpExitKtHandoverService,506,0,42,0,105,0,33,0,12,0
HR Management,com.atomicnorth.hrm.tenant.service.employeeExit,EmpExitAdminClearanceService,363,0,24,0,65,0,25,0,13,0
HR Management,com.atomicnorth.hrm.tenant.service.employeeExit,EmpExitRequestService,1439,0,185,0,274,0,132,0,31,0
HR Management,com.atomicnorth.hrm.tenant.service.employeeExit,TrackSeparationService,1586,0,140,0,321,0,98,0,28,0
HR Management,com.atomicnorth.hrm.tenant.service.employeeExit,EmpExitInterviewService,373,0,8,0,80,0,17,0,13,0
HR Management,com.atomicnorth.hrm.tenant.service.employeeExit,EmpExitFinanceClearanceService,439,0,24,0,87,0,28,0,16,0
HR Management,com.atomicnorth.hrm.tenant.service.employeeExit,EmpExitFullFinalSettlementService,768,0,50,0,159,0,44,0,19,0
HR Management,com.atomicnorth.hrm.tenant.service.employeeExit,EmpExitApprovalService,27,0,0,0,8,0,3,0,3,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.translation,TranslationData.new TypeReference() {...},6,0,0,0,1,0,1,0,1,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.translation,TranslationData,255,0,16,0,62,0,15,0,7,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.holiday,HolidaysCalendarSaveRequest,1647,0,328,0,46,0,249,0,85,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.holiday,HolidaysCalendarDayResponse,1875,0,374,0,47,0,284,0,97,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.holiday,HolidaysCalendarDayRequest,1715,0,342,0,43,0,260,0,89,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.holiday,HolidaysCalendarSaveResponse,1675,0,334,0,42,0,254,0,87,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.customers,CustomerResource,1004,0,50,0,156,0,43,0,18,0
HR Management,com.atomicnorth.hrm.tenant.domain.leave,LeaveLedgerEntity,66,0,0,0,9,0,14,0,14,0
HR Management,com.atomicnorth.hrm.tenant.domain.leave,LeaveEmpBalance,395,0,78,0,10,0,62,0,23,0
HR Management,com.atomicnorth.hrm.tenant.service.translationexporter,ExportTranslatedData,155,0,10,0,40,0,14,0,9,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.employementDocumentDTO,DocumentResponseDTO,475,0,94,0,12,0,74,0,27,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.employement.employementDocumentDTO,EmployeeScanDocumentDTO,435,0,86,0,11,0,68,0,25,0
HR Management,com.atomicnorth.hrm.tenant.service.customers,CustomerService,2228,0,194,0,351,0,164,0,62,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,ApprovalFlowLevelMapping,355,0,70,0,9,0,56,0,21,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,Level,315,0,62,0,8,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,WorkflowStatus,595,0,118,0,15,0,92,0,33,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,ApprovalFlowDelegation,315,0,62,0,8,0,50,0,19,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,ApprovalFlowFunctionMapping,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,WorkflowRequest,355,0,70,0,9,0,56,0,21,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,ApprovalFlowRequestMapping,275,0,54,0,7,0,44,0,17,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,ApprovalFlow,235,0,46,0,6,0,38,0,15,0
HR Management,com.atomicnorth.hrm.tenant.domain.approvalflow,ApprovalFlowLevel,275,0,54,0,7,0,44,0,17,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.attendance,AttendanceMoafController,273,0,10,0,45,0,11,0,6,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.attendance,ViewAttendanceController,89,0,4,0,10,0,4,0,2,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.attendance,ShiftAssignmentResource,842,0,30,0,135,0,30,0,15,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.attendance,ShiftRosterController,333,0,6,0,64,0,11,0,8,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.MasterAddressDTO,AddressResponseDTO,143,0,0,0,22,0,41,0,41,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.MasterAddressDTO,AddressRequestDTO,755,0,150,0,20,0,116,0,41,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.company,SetUpCompanyController,171,0,0,0,30,0,5,0,5,0
HR Management,com.atomicnorth.hrm.tenant.web.rest.keycloak,KeycloakAuthController,46,0,0,0,10,0,3,0,3,0
HR Management,com.atomicnorth.hrm.tenant.service.dto.language,SupraLanguageDTO,235,0,46,0,6,0,38,0,15,0
